x-ray-id, request-id, lambda-init, lambda-end, initialization-init, initialization-end, input-init, input-end, resize-init, resize-end,s3-init,s3-end, resize-oper-init, resize-oper-end, write-init, write-end,diff-lambda,diff-init,diff-input,diff-resize-event,diff-s3,diff-write,diff-resize-op,diff-resize-event2,diff-lambda-init,diff-resize-event3
1-5cd0e394-6b8bd0305ff073840289527e,1faa4bae-17bf-4656-acd2-091f5ab7177a,1557193620.486,1557193620.893,0,0,1557193620.446,1557193620.446,1557193620.447,1557193620.844,1557193620.447,1557193620.496,1557193620.496,1557193620.844,1557193620.845,1557193620.845,0.407,0,0.000,0.397,0.049,0.000,0.348,0.000,0.406999826431274,0.348
1-5cd0e392-ad78fcdd1146886439cd9167,56ffa8b1-88ee-49e8-8f0d-7317090a113c,1557193618.402,1557193619.41,0,0,1557193618.36,1557193618.36,1557193618.36,1557193619.348,1557193618.361,1557193618.407,1557193618.408,1557193619.348,1557193619.349,1557193619.349,1.00800013542175,0,0.00,0.988000154495239,0.046,0.000,0.940,0.00200009346008301,1.00800013542175,0.942000150680542
1-5cd0e30c-5d6cdbaeb8658652b3482524,5e06fb9d-2ea5-415d-baa9-38cf665520b2,1557193484.527,1557193485.789,0,0,1557193484.486,1557193484.503,1557193484.503,1557193485.669,1557193484.504,1557193484.565,1557193484.565,1557193485.669,1557193485.703,1557193485.742,1.262,0,0.017,1.166,0.061,0.039,1.104,0.001,1.26200008392334,1.105
1-5cd0e3c7-547b2328960eb49e46fbbad8,32e5a4b3-1e3c-4459-b17d-13e56989a054,1557193671.903,1557193672.31,0,0,1557193671.86,1557193671.861,1557193671.861,1557193672.245,1557193671.862,1557193671.991,1557193671.991,1557193672.245,1557193672.245,1557193672.245,0.406999826431274,0,0.00100016593933105,0.384,0.129,0.000,0.254,0.001,0.406999826431274,0.255
1-5cd0e3e3-1cae280a578b31e5b20a01c3,7372f81e-0a55-4b1d-b6c0-f987811df559,1557193699.946,1557193700.896,0,0,1557193699.904,1557193699.905,1557193699.905,1557193700.846,1557193699.906,1557193699.93,1557193699.93,1557193700.846,1557193700.846,1557193700.847,0.950,0,0.001,0.941,0.0240001678466797,0.001,0.915999889373779,0.000999927520751953,0.949999809265137,0.916999816894531
1-5cd0e399-44bb9f0d21c3e8ce0a14e458,f7b8056c-0eef-4836-ac7f-1ccd7c29ef7d,1557193625.946,1557193626.418,0,0,1557193625.904,1557193625.922,1557193625.923,1557193626.369,1557193625.924,1557193625.985,1557193625.985,1557193626.369,1557193626.369,1557193626.37,0.472,0,0.018,0.446,0.061,0.000999927520751953,0.384,0.001,0.471999883651733,0.385
1-5cd0e33e-d888c563b37a0cd55139fccc,312a4a92-fffc-4e46-aee3-d04d95d6ad7a,1557193534.615,1557193534.712,0,0,1557193534.574,1557193534.574,1557193534.583,1557193534.664,1557193534.583,1557193534.616,1557193534.616,1557193534.664,1557193534.665,1557193534.665,0.097,0,0.000,0.081,0.033,0.000,0.048,0.000,0.0969998836517334,0.048
1-5cd0e3f9-9e4cf89c95d7f758570a63f8,44d2cc3d-01a6-47a6-940d-14febc3482fc,1557193721.063,1557193721.737,0,0,1557193721.015,1557193721.016,1557193721.016,1557193721.665,1557193721.017,1557193721.072,1557193721.072,1557193721.665,1557193721.666,1557193721.683,0.674,0,0.001,0.649,0.055,0.017,0.593,0.001,0.674000024795532,0.594
1-5cd0e349-7f6c082099838620ce4bbd60,31039041-91bd-4b9a-9444-016510fdb6c5,1557193545.398,1557193545.472,0,0,1557193545.353,1557193545.354,1557193545.354,1557193545.409,1557193545.355,1557193545.381,1557193545.382,1557193545.409,1557193545.41,1557193545.41,0.074,0,0.001,0.055,0.026,0.00,0.027,0.002,0.0739998817443848,0.029
1-5cd0e312-05bafc1fdec8932ab8a16e9d,c932611e-8134-4e7f-a8b4-ceef0a4a4c15,1557193490.58,1557193490.791,0,0,1557193490.541,1557193490.541,1557193490.542,1557193490.743,1557193490.542,1557193490.578,1557193490.578,1557193490.743,1557193490.744,1557193490.744,0.210999965667725,0,0.000,0.201,0.036,0.000,0.165,0.000,0.210999965667725,0.165
1-5cd0e328-6bf87ff08988de38846a61b0,8de76e12-d628-42b3-900b-cf0ad24b0f98,1557193512.587,1557193512.63,0,0,1557193512.545,1557193512.546,1557193512.546,1557193512.583,1557193512.547,1557193512.577,1557193512.577,1557193512.583,1557193512.583,1557193512.584,0.0430002212524414,0,0.001,0.037,0.030,0.001,0.006,0.001,0.0430002212524414,0.007
1-5cd0e31a-863c24006a080f205e519460,c227b65c-d297-4d31-bc28-7bd7a57f954f,1557193498.161,1557193498.609,0,0,1557193498.123,1557193498.124,1557193498.124,1557193498.562,1557193498.125,1557193498.169,1557193498.169,1557193498.562,1557193498.563,1557193498.563,0.448,0,0.001,0.438,0.044,0.000,0.393,0.001,0.447999954223633,0.394
1-5cd0e345-b82ef3307191e0388972bbe0,a889d874-962a-41a2-952f-31a442ba205f,1557193541.569,1557193542.452,0,0,1557193541.527,1557193541.527,1557193541.528,1557193542.37,1557193541.528,1557193541.588,1557193541.588,1557193542.37,1557193542.383,1557193542.403,0.883,0,0.000,0.841999769210815,0.060,0.020,0.781999826431274,0,0.882999897003174,0.781999826431274
1-5cd0e38d-180541fb2a405abf97aa1970,74bfbcab-1ec0-4296-8181-45b2dac3ad91,1557193613.327,1557193614.192,0,0,1557193613.285,1557193613.286,1557193613.286,1557193614.144,1557193613.303,1557193613.36,1557193613.36,1557193614.144,1557193614.145,1557193614.145,0.865,0,0.001,0.858,0.0569999217987061,0.000,0.784000158309937,0.0169999599456787,0.865000009536743,0.801000118255615
1-5cd0e3cf-424455984f395a125b6e1268,5a9ce93f-360f-4a02-9b9e-05c8a017b425,1557193679.85,1557193679.915,0,0,1557193679.806,1557193679.806,1557193679.807,1557193679.863,1557193679.807,1557193679.852,1557193679.853,1557193679.863,1557193679.864,1557193679.864,0.065000057220459,0,0.000,0.056,0.045,0.000,0.010,0.001,0.065000057220459,0.011
1-5cd0e33d-ad7821d2ee8064a8dc930b54,d0e709c4-707f-4466-ad25-b2901df53984,1557193533.041,1557193533.537,0,0,1557193533.003,1557193533.003,1557193533.004,1557193533.485,1557193533.004,1557193533.045,1557193533.045,1557193533.485,1557193533.485,1557193533.486,0.496,0,0.000,0.481,0.041,0.001,0.440,0.000,0.496000051498413,0.440
1-5cd0e336-49ba71eabb0862a13425f050,632eac31-ca3b-42f3-94eb-5f9a75fff42b,1557193526.373,1557193526.618,0,0,1557193526.328,1557193526.329,1557193526.329,1557193526.566,1557193526.33,1557193526.353,1557193526.353,1557193526.566,1557193526.567,1557193526.567,0.245,0,0.001,0.237,0.0230000019073486,0.000,0.213,0.000999927520751953,0.245000123977661,0.21399998664856
1-5cd0e311-04a150f88b9ab630886c2160,4f2bcfce-39bd-432c-863e-ac2f6e8217c4,1557193489.046,1557193489.494,0,0,1557193489.005,1557193489.005,1557193489.006,1557193489.446,1557193489.006,1557193489.065,1557193489.066,1557193489.446,1557193489.447,1557193489.447,0.448,0,0.000,0.440,0.059,0.000,0.380,0.001,0.447999954223633,0.381
1-5cd0e337-0ec978a4230cc554a59cb01c,2c1fcb92-9560-47bc-a1b8-cca2e276895d,1557193527.696,1557193528.011,0,0,1557193527.657,1557193527.657,1557193527.658,1557193527.963,1557193527.659,1557193527.703,1557193527.704,1557193527.963,1557193527.964,1557193527.965,0.315,0,0.000,0.305,0.044,0.001,0.259,0.002,0.31499981880188,0.261
1-5cd0e3ec-e908ae08103aab11ebb8c6c2,c7e0a6d5-194d-4436-90bc-ca1fe20e62be,1557193708.392,1557193709.151,0,0,1557193708.349,1557193708.349,1557193708.349,1557193709.085,1557193708.35,1557193708.386,1557193708.386,1557193709.085,1557193709.102,1557193709.103,0.759,0,0.000,0.736,0.0360000133514404,0.001,0.699,0.000999927520751953,0.759000062942505,0.700000047683716
1-5cd0e3f0-58f5e5bce543feee4e7b8dda,e3c9dffe-37e2-4c80-af04-dcabcdf58698,1557193712.335,1557193712.937,0,0,1557193712.292,1557193712.293,1557193712.293,1557193712.887,1557193712.294,1557193712.353,1557193712.353,1557193712.887,1557193712.887,1557193712.888,0.602,0,0.001,0.594,0.059,0.001,0.534,0.001,0.601999998092651,0.535
1-5cd0e334-074666d6bb3f71f322ec1db5,9eb83cc0-a1bb-4a34-b049-e8132b91a60d,1557193524.704,1557193525.29,0,0,1557193524.662,1557193524.662,1557193524.663,1557193525.225,1557193524.664,1557193525.212,1557193525.213,1557193525.225,1557193525.242,1557193525.243,0.585999965667725,0,0.000,0.562,0.548,0.001,0.012,0.002,0.585999965667725,0.014
1-5cd0e372-9864693e963261e40c06d8c0,a5838b47-d9cc-46bf-8e32-0ee192a069f1,1557193586.524,1557193586.876,0,0,1557193586.484,1557193586.485,1557193586.485,1557193586.828,1557193586.486,1557193586.511,1557193586.511,1557193586.828,1557193586.828,1557193586.828,0.352,0,0.001,0.343,0.025,0.000,0.317,0.001,0.351999998092651,0.318
1-5cd0e3ee-be26e7d471979a60679f2993,35c7482b-4c25-4165-a48d-d2065d3bb5ff,1557193710.247,1557193711.255,0,0,1557193710.203,1557193710.203,1557193710.204,1557193711.204,1557193710.204,1557193710.24,1557193710.24,1557193711.204,1557193711.205,1557193711.205,1.008,0,0.000,1.000,0.0360000133514404,0.000,0.96399998664856,0,1.00800013542175,0.96399998664856
1-5cd0e3da-7f674bc4bb4e4894ad067430,8164e4da-e15c-48ae-8497-a3b1d019b25d,1557193690.168,1557193690.231,0,0,1557193690.127,1557193690.127,1557193690.128,1557193690.167,1557193690.129,1557193690.157,1557193690.157,1557193690.167,1557193690.167,1557193690.168,0.063,0,0.000,0.039,0.028,0.001,0.010,0.001,0.062999963760376,0.011
1-5cd0e33f-71c4a8acbfb01d24e01538c0,822213b8-72bc-42ab-a279-fe529963a3fc,1557193535.805,1557193536.81,0,0,1557193535.763,1557193535.764,1557193535.764,1557193536.748,1557193535.765,1557193535.813,1557193535.813,1557193536.748,1557193536.762,1557193536.763,1.00499987602234,0,0.001,0.984,0.048,0.001,0.935,0.001,1.00499987602234,0.936
1-5cd0e316-d9c553a9bda0a768624dbe1b,e0f56e35-5289-4e2e-95ab-42221be33382,1557193494.116,1557193494.53,0,0,1557193494.077,1557193494.078,1557193494.078,1557193494.482,1557193494.079,1557193494.141,1557193494.142,1557193494.482,1557193494.483,1557193494.483,0.414000034332275,0,0.001,0.404,0.062,0.000,0.340,0.002,0.414000034332275,0.342
1-5cd0e307-a0830361258a53ab9ca2bb28,249ce67a-5b6f-4c9e-adfa-2aa5937596b2,1557193479.156,1557193479.249,0,0,1557193479.116,1557193479.116,1557193479.117,1557193479.19,1557193479.117,1557193479.168,1557193479.168,1557193479.19,1557193479.202,1557193479.203,0.093,0,0.000,0.0729999542236328,0.051,0.001,0.0220000743865967,0,0.0930001735687256,0.0220000743865967
1-5cd0e301-a9ac3f7832d3caa664f9698e,d7322810-4baa-4a98-9c05-5dffa8ef84a3,1557193473.788,1557193474.609,0,0,1557193473.754,1557193473.755,1557193473.755,1557193474.548,1557193473.756,1557193473.817,1557193473.818,1557193474.548,1557193474.563,1557193474.563,0.821,0,0.001,0.793,0.061,0.000,0.730,0.002,0.82099986076355,0.732
1-5cd0e3de-6157d4f8057298c89a195ec8,7066f9a6-bc96-452f-b633-5c9ee479d63f,1557193694.91,1557193696.314,0,0,1557193694.866,1557193694.882,1557193694.883,1557193696.264,1557193694.884,1557193694.933,1557193694.934,1557193696.264,1557193696.264,1557193696.265,1.40399980545044,0,0.016,1.381,0.049,0.001,1.330,0.002,1.40399980545044,1.332
1-5cd0e373-ea57654090ecb740cb512fa0,244250d0-0282-49af-99b4-e2561da8c05e,1557193587.959,1557193588.032,0,0,1557193587.917,1557193587.918,1557193587.918,1557193587.984,1557193587.919,1557193587.946,1557193587.946,1557193587.984,1557193587.984,1557193587.984,0.073,0,0.001,0.066,0.027,0.000,0.038,0.001,0.0729999542236328,0.039
1-5cd0e3c5-dd7f59eb091f3c8050cf7940,45738bdf-0612-4dc3-a873-9db9690706f1,1557193669.533,1557193669.633,0,0,1557193669.492,1557193669.493,1557193669.493,1557193669.584,1557193669.494,1557193669.528,1557193669.528,1557193669.584,1557193669.585,1557193669.585,0.100,0,0.001,0.091,0.034,0.000,0.056,0.001,0.0999999046325684,0.057
1-5cd0e377-3f7afa8852ed84e85ec9c318,ae16e523-9484-4685-9f77-858e2f5ca42d,1557193591.57,1557193592.011,0,0,1557193591.529,1557193591.53,1557193591.543,1557193591.946,1557193591.543,1557193591.584,1557193591.585,1557193591.946,1557193591.963,1557193591.963,0.440999984741211,0,0.000999927520751953,0.403,0.041,0.000,0.361,0.001,0.440999984741211,0.362
1-5cd0e354-d67edf1b0bb7d7e51a9a296a,20e8abed-34ba-4c7c-a70c-820d4bc5b137,1557193556.886,1557193557.571,0,0,1557193556.843,1557193556.843,1557193556.844,1557193557.505,1557193556.844,1557193556.908,1557193556.908,1557193557.505,1557193557.506,1557193557.506,0.685,0,0.000,0.661,0.064,0.000,0.597,0.000,0.68500018119812,0.597
1-5cd0e329-5d0d2cf7ed1d44e2413801b1,2a3a2f0a-ec24-42ae-84c2-c1c302a671df,1557193513.703,1557193514.009,0,0,1557193513.666,1557193513.666,1557193513.667,1557193513.964,1557193513.667,1557193513.722,1557193513.723,1557193513.964,1557193513.965,1557193513.965,0.306,0,0.000,0.297,0.055,0.000,0.241,0.001,0.305999994277954,0.242
1-5cd0e306-80c10be80bf5971da9bdfd8d,4225453a-2090-409f-95c0-c4a3c9f52f59,1557193478.035,1557193478.072,0,0,1557193477.995,1557193477.995,1557193477.996,1557193478.024,1557193477.996,1557193478.008,1557193478.009,1557193478.024,1557193478.024,1557193478.024,0.037,0,0.000,0.028,0.012,0.000,0.015,0.001,0.0369999408721924,0.016
1-5cd0e3bb-72001cc56aa2e6cacf73bb3a,576c52ac-8068-4578-ba7d-fe2b9284a4e6,1557193659.79,1557193660.192,0,0,1557193659.749,1557193659.75,1557193659.75,1557193660.13,1557193659.751,1557193659.778,1557193659.779,1557193660.13,1557193660.143,1557193660.143,0.401999950408936,0,0.000999927520751953,0.38,0.027,0.000,0.351000070571899,0.00199985504150391,0.401999950408936,0.352999925613403
1-5cd0e3a7-c7acb6dad63636c6b95dd6c8,8c412841-3473-467a-8c8b-06e84289ab24,1557193639.875,1557193641.251,0,0,1557193639.834,1557193639.834,1557193639.835,1557193641.185,1557193639.835,1557193639.877,1557193639.877,1557193641.185,1557193641.186,1557193641.202,1.376,0,0.000,1.350,0.042,0.016,1.308,0.000,1.37599992752075,1.308
1-5cd0e30b-0f10147226847b55334d0b71,59b15cac-c729-477f-95d3-1abacba6a084,1557193483.126,1557193483.45,0,0,1557193483.086,1557193483.086,1557193483.087,1557193483.384,1557193483.087,1557193483.123,1557193483.123,1557193483.384,1557193483.402,1557193483.403,0.324000120162964,0,0.000,0.297,0.036,0.001,0.261,0.000,0.324000120162964,0.261
1-5cd0e3b4-ba403e405e84989091d770b0,10650532-08a4-4d85-a8a8-953ebf9ca895,1557193652.527,1557193652.715,0,0,1557193652.485,1557193652.486,1557193652.502,1557193652.665,1557193652.503,1557193652.537,1557193652.538,1557193652.665,1557193652.666,1557193652.666,0.188,0,0.001,0.163,0.034,0.000,0.127,0.002,0.187999963760376,0.129
1-5cd0e322-025ec820de6a6fe056173f60,dbb5b0fe-3799-44cc-a424-c41e97f791fe,1557193506.515,1557193507.376,0,0,1557193506.476,1557193506.476,1557193506.477,1557193507.327,1557193506.478,1557193506.517,1557193506.517,1557193507.327,1557193507.327,1557193507.328,0.861,0,0.000,0.850,0.039,0.001,0.810,0.001,0.860999822616577,0.811
1-5cd0e3f7-bd73a1fc5f081b68e25cda68,5ff42f91-7f73-48ff-8c65-9542f6e7dab9,1557193719.767,1557193719.955,0,0,1557193719.726,1557193719.726,1557193719.726,1557193719.905,1557193719.727,1557193719.766,1557193719.766,1557193719.905,1557193719.906,1557193719.906,0.188,0,0.000,0.179,0.039,0.000,0.139,0.001,0.187999963760376,0.140
1-5cd0e389-71b5b7351c9a4d3580e1b4ce,bf3124ca-e2fc-4a08-8465-50d45c8dda4f,1557193609.924,1557193610.014,0,0,1557193609.881,1557193609.882,1557193609.882,1557193609.965,1557193609.883,1557193609.903,1557193609.903,1557193609.965,1557193609.966,1557193609.966,0.090,0,0.001,0.083,0.020,0.000,0.062,0.001,0.0899999141693115,0.063
1-5cd0e33a-2d9482f685da5e9638295d6e,e9429149-ad89-40da-87c4-075624e2c2f5,1557193530.367,1557193530.571,0,0,1557193530.325,1557193530.326,1557193530.326,1557193530.523,1557193530.327,1557193530.431,1557193530.431,1557193530.523,1557193530.523,1557193530.524,0.204,0,0.001,0.197,0.104,0.001,0.092,0.001,0.203999996185303,0.093
1-5cd0e3e9-8394d4ece9c5fd3c9f32196c,4a29795e-dc65-41c8-8493-4474ef06e768,1557193705.288,1557193705.412,0,0,1557193705.244,1557193705.244,1557193705.244,1557193705.344,1557193705.245,1557193705.321,1557193705.321,1557193705.344,1557193705.345,1557193705.346,0.124,0,0.000,0.100,0.076,0.001,0.023,0.001,0.123999834060669,0.024
1-5cd0e344-900eb084fdfbd5f029840e6c,5e4e43b3-e5f9-4984-93db-5a6d3f6e0c2a,1557193540.244,1557193540.49,0,0,1557193540.204,1557193540.204,1557193540.205,1557193540.443,1557193540.205,1557193540.223,1557193540.223,1557193540.443,1557193540.443,1557193540.443,0.246000051498413,0,0.000,0.238,0.018,0.000,0.220,0.000,0.246000051498413,0.220
1-5cd0e3a0-fafe254e2878d286f1dce84a,9c16c82c-e7b0-479d-bb24-81f12e538358,1557193632.232,1557193632.531,0,0,1557193632.188,1557193632.189,1557193632.189,1557193632.467,1557193632.203,1557193632.239,1557193632.239,1557193632.467,1557193632.468,1557193632.483,0.299,0,0.001,0.278,0.036,0.015,0.228,0.014,0.298999786376953,0.242
1-5cd0e390-06c591e45b1b935453cd0e24,6b0ea83b-1859-49fb-a997-7d9a947953b3,1557193616.749,1557193617.332,0,0,1557193616.708,1557193616.709,1557193616.709,1557193617.283,1557193616.71,1557193616.823,1557193616.823,1557193617.283,1557193617.284,1557193617.284,0.583,0,0.001,0.574,0.11299991607666,0.000,0.460,0.000999927520751953,0.58299994468689,0.460999965667725
1-5cd0e395-fa60a35ab1ffddd1d645a13d,7027b5cb-0c1c-4843-848e-066ad293684e,1557193621.975,1557193622.495,0,0,1557193621.931,1557193621.931,1557193621.932,1557193622.444,1557193621.932,1557193621.986,1557193621.986,1557193622.443,1557193622.444,1557193622.444,0.520,0,0.000,0.512,0.054,0.000,0.457,0.001,0.519999980926514,0.458
1-5cd0e3a3-b8579bade9417fda6406cfda,a9109076-8c02-40f7-a3c5-b59ec1eb6eef,1557193635.242,1557193636.274,0,0,1557193635.199,1557193635.199,1557193635.199,1557193636.223,1557193635.2,1557193635.243,1557193635.243,1557193636.186,1557193636.225,1557193636.225,1.032,0,0.000,1.024,0.0429999828338623,0.000,0.943,0.0380001068115234,1.03199982643127,0.981000185012817
1-5cd0e37d-60a1aa004d85d1665e5dd89a,4b810fef-9a69-4d0a-9a73-b28c4f90e247,1557193597.345,1557193597.777,0,0,1557193597.299,1557193597.3,1557193597.3,1557193597.705,1557193597.301,1557193597.341,1557193597.341,1557193597.705,1557193597.722,1557193597.725,0.432,0,0.000999927520751953,0.404999971389771,0.040,0.003,0.364,0.00100016593933105,0.431999921798706,0.365000009536743
1-5cd0e34d-1542bd6a1345b92c082da2c8,a1334d69-2889-47d9-8217-ec3578b1d918,1557193549.138,1557193549.839,0,0,1557193549.09,1557193549.09,1557193549.091,1557193549.784,1557193549.091,1557193549.146,1557193549.146,1557193549.784,1557193549.785,1557193549.785,0.701,0,0.00,0.693,0.055,0.000,0.638,0.000,0.700999975204468,0.638
1-5cd0e31e-7aa2098a5c7b8d161b8139cf,601f5891-24b5-4864-a8d8-b1afb72d3415,1557193502.942,1557193503.111,0,0,1557193502.903,1557193502.903,1557193502.904,1557193503.063,1557193502.904,1557193502.952,1557193502.952,1557193503.063,1557193503.064,1557193503.064,0.169,0,0.000,0.159,0.048,0.000,0.111,0.000,0.169000148773193,0.111
1-5cd0e300-fb487053431c045e70f54614,412b24e7-c5d6-42ec-8f83-707461f22bbe,1557193472.63,1557193472.711,0,0,1557193472.587,1557193472.588,1557193472.588,1557193472.645,1557193472.589,1557193472.623,1557193472.623,1557193472.645,1557193472.663,1557193472.663,0.0809998512268066,0,0.001,0.057,0.034,0.000,0.022,0.001,0.0809998512268066,0.023
1-5cd0e320-ee99265c4d05c0be503944bc,8e98c818-a51e-4a14-b65e-d49363ebb060,1557193504.19,1557193504.27,0,0,1557193504.148,1557193504.149,1557193504.149,1557193504.205,1557193504.15,1557193504.183,1557193504.183,1557193504.205,1557193504.206,1557193504.206,0.08,0,0.001,0.056,0.0329999923706055,0.000,0.022,0.00100016593933105,0.0799999237060547,0.0230000019073486
1-5cd0e313-700f6048d9cb29908ec08e98,e05a5a36-db47-487e-919b-f6807e0300b0,1557193491.872,1557193493.017,0,0,1557193491.825,1557193491.825,1557193491.825,1557193492.964,1557193491.826,1557193491.899,1557193491.899,1557193492.964,1557193492.964,1557193492.964,1.145,0,0.000,1.139,0.073,0.000,1.065,0.001,1.14499998092651,1.066
1-5cd0e397-240d9e8ff8340c462489ac5e,aa9402c0-9ab6-44eb-8cd0-b83281db3a1f,1557193623.573,1557193624.852,0,0,1557193623.543,1557193623.543,1557193623.543,1557193624.79,1557193623.544,1557193623.602,1557193623.603,1557193624.79,1557193624.803,1557193624.804,1.279,0,0.000,1.24699997901917,0.058,0.001,1.18700003623962,0.00199985504150391,1.27900004386902,1.18899989128113
1-5cd0e324-ba621ebfb6fd0d3103b16f68,12dde438-499f-4574-bb97-005c50de7001,1557193508.474,1557193508.852,0,0,1557193508.431,1557193508.431,1557193508.432,1557193508.803,1557193508.432,1557193508.457,1557193508.457,1557193508.803,1557193508.804,1557193508.804,0.378,0,0.000,0.371,0.025,0.000,0.346,0.000,0.378000020980835,0.346
1-5cd0e32f-f38a42f79f98438fea261e2b,8c913787-99ad-4074-808d-176ca2d6985b,1557193519.324,1557193519.535,0,0,1557193519.282,1557193519.282,1557193519.283,1557193519.485,1557193519.283,1557193519.342,1557193519.343,1557193519.485,1557193519.486,1557193519.486,0.211,0,0.000,0.202,0.059,0.000,0.142,0.001,0.211000204086304,0.143
1-5cd0e3d8-6dca22c0b654b116134c3bde,e5768572-bae9-48ef-9a19-28abd97280cb,1557193688.279,1557193689.093,0,0,1557193688.236,1557193688.236,1557193688.236,1557193689.044,1557193688.237,1557193688.287,1557193688.287,1557193689.043,1557193689.044,1557193689.044,0.814,0,0.000,0.808,0.050,0.000,0.756,0.002,0.813999891281128,0.758
